IDENTIFICADOR;DATA;DERIVATIVO;PARTICIPANTE;LONGCONTRACTS;LONG_;SHORTCONTRACTS;SHORT_;SALDO
24082018_Dollar_Domestic;24/08/2018;Dollar;Domestic;11136.0;17.02;18051.0;27.59;-6915.0
24082018_Dollar_Nonresident Investors;24/08/2018;Dollar;Nonresident Investors;24401.0;37.3;31390.0;47.99;-6989.0
24082018_Dollar_Nonresident investors - RES.2689;24/08/2018;Dollar;Nonresident investors - RES.2689;24401.0;37.3;31390.0;47.99;-6989.0
24082018_Dollar_Corporations;24/08/2018;Dollar;Corporations;9246.0;14.13;2654.0;4.05;6592.0
24082018_Dollar_Individuals;24/08/2018;Dollar;Individuals;6311.0;9.64;11618.0;17.76;-5307.0
24082018_Dollar_Total;24/08/2018;Dollar;Total;65405.0;100.0;65405.0;100.0;0.0
27082018_Dollar_Financial Institutions;27/08/2018;Dollar;Financial Institutions;15688.0;25.89;1465.0;2.41;14223.0
27082018_Dollar_Banks;27/08/2018;Dollar;Banks;15675.0;25.87;1310.0;2.16;14365.0
27082018_Dollar_Brokers & Dealers;27/08/2018;Dollar;Brokers & Dealers;13.0;0.02;117.0;0.19;-104.0
27082018_Dollar_Other;27/08/2018;Dollar;Other;0.0;0.0;38.0;0.06;-38.0
27082018_Dollar_Institutional Investors;27/08/2018;Dollar;Institutional Investors;11246.0;18.56;16937.0;27.95;-5691.0
27082018_Dollar_Domestic;27/08/2018;Dollar;Domestic;11246.0;18.56;16937.0;27.95;-5691.0
27082018_Dollar_Nonresident Investors;27/08/2018;Dollar;Nonresident Investors;22132.0;36.52;29492.0;48.67;-7360.0
27082018_Dollar_Nonresident investors - RES.2689;27/08/2018;Dollar;Nonresident investors - RES.2689;22132.0;36.52;29492.0;48.67;-7360.0
27082018_Dollar_Corporations;27/08/2018;Dollar;Corporations;4759.0;7.85;2600.0;4.29;2159.0
27082018_Dollar_Individuals;27/08/2018;Dollar;Individuals;6764.0;11.16;10095.0;16.66;-3331.0
27082018_Dollar_Total;27/08/2018;Dollar;Total;60589.0;100.0;60589.0;100.0;0.0
28082018_Dollar_Financial Institutions;28/08/2018;Dollar;Financial Institutions;16011.0;22.35;1418.0;1.97;14593.0
28082018_Dollar_Banks;28/08/2018;Dollar;Banks;15998.0;22.33;1196.0;1.66;14802.0
28082018_Dollar_Brokers & Dealers;28/08/2018;Dollar;Brokers & Dealers;13.0;0.01;179.0;0.24;-166.0
28082018_Dollar_Other;28/08/2018;Dollar;Other;0.0;0.0;43.0;0.06;-43.0
28082018_Dollar_Institutional Investors;28/08/2018;Dollar;Institutional Investors;10429.0;14.55;20057.0;27.99;-9628.0
28082018_Dollar_Domestic;28/08/2018;Dollar;Domestic;10429.0;14.55;20057.0;27.99;-9628.0
28082018_Dollar_Nonresident Investors;28/08/2018;Dollar;Nonresident Investors;32151.0;44.88;35320.0;49.3;-3169.0
28082018_Dollar_Nonresident investors - RES.2689;28/08/2018;Dollar;Nonresident investors - RES.2689;32151.0;44.88;35320.0;49.3;-3169.0
28082018_Dollar_Corporations;28/08/2018;Dollar;Corporations;7466.0;10.42;2595.0;3.62;4871.0
28082018_Dollar_Individuals;28/08/2018;Dollar;Individuals;5578.0;7.78;12245.0;17.09;-6667.0
28082018_Dollar_Total;28/08/2018;Dollar;Total;71635.0;100.0;71635.0;100.0;0.0
29082018_Dollar_Financial Institutions;29/08/2018;Dollar;Financial Institutions;17715.0;25.37;1208.0;1.73;16507.0
29082018_Dollar_Banks;29/08/2018;Dollar;Banks;17699.0;25.34;967.0;1.38;16732.0
29082018_Dollar_Brokers & Dealers;29/08/2018;Dollar;Brokers & Dealers;16.0;0.02;203.0;0.29;-187.0
29082018_Dollar_Other;29/08/2018;Dollar;Other;0.0;0.0;38.0;0.05;-38.0
29082018_Dollar_Institutional Investors;29/08/2018;Dollar;Institutional Investors;11543.0;16.53;21234.0;30.41;-9691.0
29082018_Dollar_Domestic;29/08/2018;Dollar;Domestic;11543.0;16.53;21234.0;30.41;-9691.0
29082018_Dollar_Nonresident Investors;29/08/2018;Dollar;Nonresident Investors;24669.0;35.33;34935.0;50.03;-10266.0
29082018_Dollar_Nonresident investors - RES.2689;29/08/2018;Dollar;Nonresident investors - RES.2689;24669.0;35.33;34935.0;50.03;-10266.0
29082018_Dollar_Corporations;29/08/2018;Dollar;Corporations;8180.0;11.71;2481.0;3.55;5699.0
29082018_Dollar_Individuals;29/08/2018;Dollar;Individuals;7714.0;11.04;9963.0;14.26;-2249.0
29082018_Dollar_Total;29/08/2018;Dollar;Total;69821.0;100.0;69821.0;100.0;0.0
30082018_Dollar_Financial Institutions;30/08/2018;Dollar;Financial Institutions;18801.0;24.91;2508.0;3.32;16293.0
30082018_Dollar_Banks;30/08/2018;Dollar;Banks;18780.0;24.89;2196.0;2.91;16584.0
30082018_Dollar_Brokers & Dealers;30/08/2018;Dollar;Brokers & Dealers;21.0;0.02;255.0;0.33;-234.0
30082018_Dollar_Other;30/08/2018;Dollar;Other;0.0;0.0;57.0;0.07;-57.0
30082018_Dollar_Institutional Investors;30/08/2018;Dollar;Institutional Investors;8457.0;11.2;26278.0;34.82;-17821.0
30082018_Dollar_Domestic;30/08/2018;Dollar;Domestic;8457.0;11.2;26278.0;34.82;-17821.0
30082018_Dollar_Nonresident Investors;30/08/2018;Dollar;Nonresident Investors;34135.0;45.24;32034.0;42.45;2101.0
30082018_Dollar_Nonresident investors - RES.2689;30/08/2018;Dollar;Nonresident investors - RES.2689;34135.0;45.24;32034.0;42.45;2101.0
30082018_Dollar_Corporations;30/08/2018;Dollar;Corporations;9722.0;12.88;2843.0;3.76;6879.0
30082018_Dollar_Individuals;30/08/2018;Dollar;Individuals;4333.0;5.74;11785.0;15.62;-7452.0
30082018_Dollar_Total;30/08/2018;Dollar;Total;75448.0;100.0;75448.0;100.0;0.0
31082018_Dollar_Financial Institutions;31/08/2018;Dollar;Financial Institutions;21367.0;24.59;2053.0;2.36;19314.0
31082018_Dollar_Banks;31/08/2018;Dollar;Banks;21299.0;24.51;1780.0;2.04;19519.0
31082018_Dollar_Brokers & Dealers;31/08/2018;Dollar;Brokers & Dealers;68.0;0.07;216.0;0.24;-148.0
31082018_Dollar_Other;31/08/2018;Dollar;Other;0.0;0.0;57.0;0.06;-57.0
31082018_Dollar_Institutional Investors;31/08/2018;Dollar;Institutional Investors;8207.0;9.44;34249.0;39.41;-26042.0
31082018_Dollar_Domestic;31/08/2018;Dollar;Domestic;8207.0;9.44;34249.0;39.41;-26042.0
31082018_Dollar_Nonresident Investors;31/08/2018;Dollar;Nonresident Investors;35924.0;41.34;38213.0;43.97;-2289.0
31082018_Dollar_Nonresident investors - RES.2689;31/08/2018;Dollar;Nonresident investors - RES.2689;35924.0;41.34;38213.0;43.97;-2289.0
31082018_Dollar_Corporations;31/08/2018;Dollar;Corporations;10232.0;11.77;2486.0;2.86;7746.0
31082018_Dollar_Individuals;31/08/2018;Dollar;Individuals;11162.0;12.84;9891.0;11.38;1271.0
31082018_Dollar_Total;31/08/2018;Dollar;Total;86892.0;100.0;86892.0;100.0;0.0
03092018_Dollar_Financial Institutions;03/09/2018;Dollar;Financial Institutions;4647.0;14.08;413.0;1.25;4234.0
03092018_Dollar_Banks;03/09/2018;Dollar;Banks;4625.0;14.01;282.0;0.85;4343.0
03092018_Dollar_Brokers & Dealers;03/09/2018;Dollar;Brokers & Dealers;22.0;0.06;74.0;0.22;-52.0
03092018_Dollar_Other;03/09/2018;Dollar;Other;0.0;0.0;57.0;0.17;-57.0
03092018_Dollar_Institutional Investors;03/09/2018;Dollar;Institutional Investors;5733.0;17.37;8072.0;24.45;-2339.0
03092018_Dollar_Domestic;03/09/2018;Dollar;Domestic;5733.0;17.37;8072.0;24.45;-2339.0
03092018_Dollar_Nonresident Investors;03/09/2018;Dollar;Nonresident Investors;17720.0;53.69;9969.0;30.2;7751.0
03092018_Dollar_Nonresident investors - RES.2689;03/09/2018;Dollar;Nonresident investors - RES.2689;17720.0;53.69;9969.0;30.2;7751.0
03092018_Dollar_Corporations;03/09/2018;Dollar;Corporations;1050.0;3.18;3721.0;11.27;-2671.0
03092018_Dollar_Individuals;03/09/2018;Dollar;Individuals;3854.0;11.67;10829.0;32.81;-6975.0
03092018_Dollar_Total;03/09/2018;Dollar;Total;33004.0;100.0;33004.0;100.0;0.0
04092018_Dollar_Financial Institutions;04/09/2018;Dollar;Financial Institutions;5245.0;16.63;501.0;1.58;4744.0
04092018_Dollar_Banks;04/09/2018;Dollar;Banks;5227.0;16.57;383.0;1.21;4844.0
04092018_Dollar_Brokers & Dealers;04/09/2018;Dollar;Brokers & Dealers;18.0;0.05;72.0;0.22;-54.0
04092018_Dollar_Other;04/09/2018;Dollar;Other;0.0;0.0;46.0;0.14;-46.0
04092018_Dollar_Institutional Investors;04/09/2018;Dollar;Institutional Investors;6851.0;21.72;5860.0;18.58;991.0
04092018_Dollar_Domestic;04/09/2018;Dollar;Domestic;6851.0;21.72;5860.0;18.58;991.0
04092018_Dollar_Nonresident Investors;04/09/2018;Dollar;Nonresident Investors;13157.0;41.72;13101.0;41.55;56.0
04092018_Dollar_Nonresident investors - RES.2689;04/09/2018;Dollar;Nonresident investors - RES.2689;13157.0;41.72;13101.0;41.55;56.0
04092018_Dollar_Corporations;04/09/2018;Dollar;Corporations;1400.0;4.44;2724.0;8.63;-1324.0
04092018_Dollar_Individuals;04/09/2018;Dollar;Individuals;4877.0;15.46;9344.0;29.63;-4467.0
04092018_Dollar_Total;04/09/2018;Dollar;Total;31530.0;100.0;31530.0;100.0;0.0
05092018_Dollar_Financial Institutions;05/09/2018;Dollar;Financial Institutions;7506.0;19.67;729.0;1.91;6777.0
05092018_Dollar_Banks;05/09/2018;Dollar;Banks;7459.0;19.54;651.0;1.7;6808.0
05092018_Dollar_Brokers & Dealers;05/09/2018;Dollar;Brokers & Dealers;47.0;0.12;37.0;0.09;10.0
05092018_Dollar_Other;05/09/2018;Dollar;Other;0.0;0.0;41.0;0.1;-41.0
05092018_Dollar_Institutional Investors;05/09/2018;Dollar;Institutional Investors;10256.0;26.88;7337.0;19.22;2919.0
05092018_Dollar_Domestic;05/09/2018;Dollar;Domestic;10256.0;26.88;7337.0;19.22;2919.0
05092018_Dollar_Nonresident Investors;05/09/2018;Dollar;Nonresident Investors;12171.0;31.89;17968.0;47.09;-5797.0
05092018_Dollar_Nonresident investors - RES.2689;05/09/2018;Dollar;Nonresident investors - RES.2689;12171.0;31.89;17968.0;47.09;-5797.0
05092018_Dollar_Corporations;05/09/2018;Dollar;Corporations;3133.0;8.21;2786.0;7.3;347.0
05092018_Dollar_Individuals;05/09/2018;Dollar;Individuals;5088.0;13.33;9334.0;24.46;-4246.0
05092018_Dollar_Total;05/09/2018;Dollar;Total;38154.0;100.0;38154.0;100.0;0.0
06092018_Dollar_Financial Institutions;06/09/2018;Dollar;Financial Institutions;10189.0;20.36;717.0;1.43;9472.0
06092018_Dollar_Banks;06/09/2018;Dollar;Banks;10062.0;20.11;639.0;1.27;9423.0
06092018_Dollar_Brokers & Dealers;06/09/2018;Dollar;Brokers & Dealers;112.0;0.22;37.0;0.07;75.0
06092018_Dollar_Other;06/09/2018;Dollar;Other;15.0;0.02;41.0;0.08;-26.0
06092018_Dollar_Institutional Investors;06/09/2018;Dollar;Institutional Investors;8942.0;17.87;13248.0;26.48;-4306.0
06092018_Dollar_Domestic;06/09/2018;Dollar;Domestic;8942.0;17.87;13248.0;26.48;-4306.0
06092018_Dollar_Nonresident Investors;06/09/2018;Dollar;Nonresident Investors;19412.0;38.8;25927.0;51.82;-6515.0
06092018_Dollar_Nonresident investors - RES.2689;06/09/2018;Dollar;Nonresident investors - RES.2689;19412.0;38.8;25927.0;51.82;-6515.0
06092018_Dollar_Corporations;06/09/2018;Dollar;Corporations;3394.0;6.78;2255.0;4.5;1139.0
06092018_Dollar_Individuals;06/09/2018;Dollar;Individuals;8092.0;16.17;7882.0;15.75;210.0
06092018_Dollar_Total;06/09/2018;Dollar;Total;50029.0;100.0;50029.0;100.0;0.0
10092018_Dollar_Financial Institutions;10/09/2018;Dollar;Financial Institutions;11998.0;22.9;857.0;1.63;11141.0
10092018_Dollar_Banks;10/09/2018;Dollar;Banks;11939.0;22.79;780.0;1.48;11159.0
10092018_Dollar_Brokers & Dealers;10/09/2018;Dollar;Brokers & Dealers;59.0;0.11;37.0;0.07;22.0
10092018_Dollar_Other;10/09/2018;Dollar;Other;0.0;0.0;40.0;0.07;-40.0
10092018_Dollar_Institutional Investors;10/09/2018;Dollar;Institutional Investors;10010.0;19.1;13097.0;25.0;-3087.0
10092018_Dollar_Domestic;10/09/2018;Dollar;Domestic;10010.0;19.1;13097.0;25.0;-3087.0
10092018_Dollar_Nonresident Investors;10/09/2018;Dollar;Nonresident Investors;21155.0;40.38;27625.0;52.73;-6470.0
10092018_Dollar_Nonresident investors - RES.2689;10/09/2018;Dollar;Nonresident investors - RES.2689;21155.0;40.38;27625.0;52.73;-6470.0
10092018_Dollar_Corporations;10/09/2018;Dollar;Corporations;2776.0;5.29;2419.0;4.61;357.0
10092018_Dollar_Individuals;10/09/2018;Dollar;Individuals;6442.0;12.29;8383.0;16.0;-1941.0
10092018_Dollar_Total;10/09/2018;Dollar;Total;52381.0;100.0;52381.0;100.0;0.0
11092018_Dollar_Financial Institutions;11/09/2018;Dollar;Financial Institutions;12239.0;22.89;1184.0;2.21;11055.0
11092018_Dollar_Banks;11/09/2018;Dollar;Banks;12171.0;22.77;1079.0;2.01;11092.0
11092018_Dollar_Brokers & Dealers;11/09/2018;Dollar;Brokers & Dealers;68.0;0.12;57.0;0.1;11.0
11092018_Dollar_Other;11/09/2018;Dollar;Other;0.0;0.0;48.0;0.08;-48.0
11092018_Dollar_Institutional Investors;11/09/2018;Dollar;Institutional Investors;12992.0;24.3;11083.0;20.73;1909.0
11092018_Dollar_Domestic;11/09/2018;Dollar;Domestic;12992.0;24.3;11083.0;20.73;1909.0
11092018_Dollar_Nonresident Investors;11/09/2018;Dollar;Nonresident Investors;20625.0;38.58;30261.0;56.61;-9636.0
11092018_Dollar_Nonresident investors - RES.2689;11/09/2018;Dollar;Nonresident investors - RES.2689;20625.0;38.58;30261.0;56.61;-9636.0
11092018_Dollar_Corporations;11/09/2018;Dollar;Corporations;2250.0;4.2;2133.0;3.99;117.0
11092018_Dollar_Individuals;11/09/2018;Dollar;Individuals;5345.0;9.99;8790.0;16.44;-3445.0
11092018_Dollar_Total;11/09/2018;Dollar;Total;53451.0;100.0;53451.0;100.0;0.0
12092018_Dollar_Financial Institutions;12/09/2018;Dollar;Financial Institutions;14383.0;24.94;1035.0;1.79;13348.0
12092018_Dollar_Banks;12/09/2018;Dollar;Banks;14283.0;24.77;933.0;1.61;13350.0
12092018_Dollar_Brokers & Dealers;12/09/2018;Dollar;Brokers & Dealers;100.0;0.17;47.0;0.08;53.0
12092018_Dollar_Other;12/09/2018;Dollar;Other;0.0;0.0;55.0;0.09;-55.0
12092018_Dollar_Institutional Investors;12/09/2018;Dollar;Institutional Investors;16917.0;29.34;10150.0;17.6;6767.0
12092018_Dollar_Domestic;12/09/2018;Dollar;Domestic;16917.0;29.34;10150.0;17.6;6767.0
12092018_Dollar_Nonresident Investors;12/09/2018;Dollar;Nonresident Investors;19110.0;33.14;32894.0;57.05;-13784.0
12092018_Dollar_Nonresident investors - RES.2689;12/09/2018;Dollar;Nonresident investors - RES.2689;19110.0;33.14;32894.0;57.05;-13784.0
12092018_Dollar_Corporations;12/09/2018;Dollar;Corporations;2120.0;3.67;3049.0;5.28;-929.0
12092018_Dollar_Individuals;12/09/2018;Dollar;Individuals;5126.0;8.89;10528.0;18.26;-5402.0
12092018_Dollar_Total;12/09/2018;Dollar;Total;57656.0;100.0;57656.0;100.0;0.0
13092018_Dollar_Financial Institutions;13/09/2018;Dollar;Financial Institutions;14379.0;22.66;1156.0;1.82;13223.0
13092018_Dollar_Banks;13/09/2018;Dollar;Banks;14263.0;22.48;998.0;1.57;13265.0
13092018_Dollar_Brokers & Dealers;13/09/2018;Dollar;Brokers & Dealers;116.0;0.18;87.0;0.13;29.0
13092018_Dollar_Other;13/09/2018;Dollar;Other;0.0;0.0;71.0;0.11;-71.0
13092018_Dollar_Institutional Investors;13/09/2018;Dollar;Institutional Investors;18644.0;29.39;10205.0;16.08;8439.0
13092018_Dollar_Domestic;13/09/2018;Dollar;Domestic;18644.0;29.39;10205.0;16.08;8439.0
13092018_Dollar_Nonresident Investors;13/09/2018;Dollar;Nonresident Investors;22965.0;36.2;34212.0;53.93;-11247.0
13092018_Dollar_Nonresident investors - RES.2689;13/09/2018;Dollar;Nonresident investors - RES.2689;22965.0;36.2;34212.0;53.93;-11247.0
13092018_Dollar_Corporations;13/09/2018;Dollar;Corporations;2903.0;4.57;3766.0;5.93;-863.0
13092018_Dollar_Individuals;13/09/2018;Dollar;Individuals;4541.0;7.15;14093.0;22.21;-9552.0
13092018_Dollar_Total;13/09/2018;Dollar;Total;63432.0;100.0;63432.0;100.0;0.0
14092018_Dollar_Financial Institutions;14/09/2018;Dollar;Financial Institutions;15375.0;25.5;1302.0;2.15;14073.0
14092018_Dollar_Banks;14/09/2018;Dollar;Banks;15248.0;25.28;1163.0;1.92;14085.0
14092018_Dollar_Brokers & Dealers;14/09/2018;Dollar;Brokers & Dealers;127.0;0.21;82.0;0.13;45.0
14092018_Dollar_Other;14/09/2018;Dollar;Other;0.0;0.0;57.0;0.09;-57.0
14092018_Dollar_Institutional Investors;14/09/2018;Dollar;Institutional Investors;23241.0;38.54;10276.0;17.04;12965.0
14092018_Dollar_Domestic;14/09/2018;Dollar;Domestic;23241.0;38.54;10276.0;17.04;12965.0
14092018_Dollar_Nonresident Investors;14/09/2018;Dollar;Nonresident Investors;14792.0;24.53;35758.0;59.3;-20966.0
14092018_Dollar_Nonresident investors - RES.2689;14/09/2018;Dollar;Nonresident investors - RES.2689;14792.0;24.53;35758.0;59.3;-20966.0
14092018_Dollar_Corporations;14/09/2018;Dollar;Corporations;1065.0;1.76;3402.0;5.64;-2337.0
14092018_Dollar_Individuals;14/09/2018;Dollar;Individuals;5821.0;9.65;9556.0;15.84;-3735.0
14092018_Dollar_Total;14/09/2018;Dollar;Total;60294.0;100.0;60294.0;100.0;0.0
17092018_Dollar_Financial Institutions;17/09/2018;Dollar;Financial Institutions;18375.0;27.25;995.0;1.47;17380.0
17092018_Dollar_Banks;17/09/2018;Dollar;Banks;18169.0;26.94;871.0;1.29;17298.0
17092018_Dollar_Brokers & Dealers;17/09/2018;Dollar;Brokers & Dealers;206.0;0.3;85.0;0.12;121.0
17092018_Dollar_Other;17/09/2018;Dollar;Other;0.0;0.0;39.0;0.05;-39.0
17092018_Dollar_Institutional Investors;17/09/2018;Dollar;Institutional Investors;21710.0;32.2;12534.0;18.59;9176.0
17092018_Dollar_Domestic;17/09/2018;Dollar;Domestic;21710.0;32.2;12534.0;18.59;9176.0
17092018_Dollar_Nonresident Investors;17/09/2018;Dollar;Nonresident Investors;17511.0;25.97;42772.0;63.44;-25261.0
17092018_Dollar_Nonresident investors - RES.2689;17/09/2018;Dollar;Nonresident investors - RES.2689;17511.0;25.97;42772.0;63.44;-25261.0
17092018_Dollar_Corporations;17/09/2018;Dollar;Corporations;1250.0;1.85;3417.0;5.06;-2167.0
17092018_Dollar_Individuals;17/09/2018;Dollar;Individuals;8573.0;12.71;7701.0;11.42;872.0
17092018_Dollar_Total;17/09/2018;Dollar;Total;67419.0;100.0;67419.0;100.0;0.0
18092018_Dollar_Financial Institutions;18/09/2018;Dollar;Financial Institutions;20786.0;30.81;1278.0;1.89;19508.0
18092018_Dollar_Banks;18/09/2018;Dollar;Banks;20539.0;30.44;1157.0;1.71;19382.0
18092018_Dollar_Brokers & Dealers;18/09/2018;Dollar;Brokers & Dealers;247.0;0.36;83.0;0.12;164.0
18092018_Dollar_Other;18/09/2018;Dollar;Other;0.0;0.0;38.0;0.05;-38.0
18092018_Dollar_Institutional Investors;18/09/2018;Dollar;Institutional Investors;20794.0;30.82;13687.0;20.28;7107.0
18092018_Dollar_Domestic;18/09/2018;Dollar;Domestic;20794.0;30.82;13687.0;20.28;7107.0
18092018_Dollar_Nonresident Investors;18/09/2018;Dollar;Nonresident Investors;17463.0;25.88;38713.0;57.38;-21250.0
18092018_Dollar_Nonresident investors - RES.2689;18/09/2018;Dollar;Nonresident investors - RES.2689;17463.0;25.88;38713.0;57.38;-21250.0
18092018_Dollar_Corporations;18/09/2018;Dollar;Corporations;2163.0;3.2;4554.0;6.75;-2391.0
18092018_Dollar_Individuals;18/09/2018;Dollar;Individuals;6252.0;9.26;9226.0;13.67;-2974.0
18092018_Dollar_Total;18/09/2018;Dollar;Total;67458.0;100.0;67458.0;100.0;0.0
19092018_Dollar_Financial Institutions;19/09/2018;Dollar;Financial Institutions;23876.0;31.22;1361.0;1.77;22515.0
19092018_Dollar_Banks;19/09/2018;Dollar;Banks;23566.0;30.81;1251.0;1.63;22315.0
19092018_Dollar_Brokers & Dealers;19/09/2018;Dollar;Brokers & Dealers;305.0;0.39;72.0;0.09;233.0
19092018_Dollar_Other;19/09/2018;Dollar;Other;5.0;0.0;38.0;0.04;-33.0
19092018_Dollar_Institutional Investors;19/09/2018;Dollar;Institutional Investors;23738.0;31.04;12665.0;16.56;11073.0
19092018_Dollar_Domestic;19/09/2018;Dollar;Domestic;23738.0;31.04;12665.0;16.56;11073.0
19092018_Dollar_Nonresident Investors;19/09/2018;Dollar;Nonresident Investors;17902.0;23.41;51358.0;67.16;-33456.0
19092018_Dollar_Nonresident investors - RES.2689;19/09/2018;Dollar;Nonresident investors - RES.2689;17902.0;23.41;51358.0;67.16;-33456.0
19092018_Dollar_Corporations;19/09/2018;Dollar;Corporations;1903.0;2.48;3465.0;4.53;-1562.0
19092018_Dollar_Individuals;19/09/2018;Dollar;Individuals;9051.0;11.83;7621.0;9.96;1430.0
19092018_Dollar_Total;19/09/2018;Dollar;Total;76470.0;100.0;76470.0;100.0;0.0
20092018_Dollar_Financial Institutions;20/09/2018;Dollar;Financial Institutions;27123.0;33.54;1405.0;1.73;25718.0
20092018_Dollar_Banks;20/09/2018;Dollar;Banks;26907.0;33.27;1283.0;1.58;25624.0
20092018_Dollar_Brokers & Dealers;20/09/2018;Dollar;Brokers & Dealers;216.0;0.26;84.0;0.1;132.0
20092018_Dollar_Other;20/09/2018;Dollar;Other;0.0;0.0;38.0;0.04;-38.0
20092018_Dollar_Institutional Investors;20/09/2018;Dollar;Institutional Investors;21913.0;27.09;14004.0;17.31;7909.0
20092018_Dollar_Domestic;20/09/2018;Dollar;Domestic;21913.0;27.09;14004.0;17.31;7909.0
20092018_Dollar_Nonresident Investors;20/09/2018;Dollar;Nonresident Investors;18654.0;23.06;55178.0;68.23;-36524.0
20092018_Dollar_Nonresident investors - RES.2689;20/09/2018;Dollar;Nonresident investors - RES.2689;18654.0;23.06;55178.0;68.23;-36524.0
20092018_Dollar_Corporations;20/09/2018;Dollar;Corporations;2193.0;2.71;3139.0;3.88;-946.0
20092018_Dollar_Individuals;20/09/2018;Dollar;Individuals;10984.0;13.58;7141.0;8.83;3843.0
20092018_Dollar_Total;20/09/2018;Dollar;Total;80867.0;100.0;80867.0;100.0;0.0
21092018_Dollar_Financial Institutions;21/09/2018;Dollar;Financial Institutions;30200.0;35.13;1274.0;1.48;28926.0
21092018_Dollar_Banks;21/09/2018;Dollar;Banks;29981.0;34.87;1162.0;1.35;28819.0
21092018_Dollar_Brokers & Dealers;21/09/2018;Dollar;Brokers & Dealers;219.0;0.25;75.0;0.08;144.0
21092018_Dollar_Other;21/09/2018;Dollar;Other;0.0;0.0;37.0;0.04;-37.0
21092018_Dollar_Institutional Investors;21/09/2018;Dollar;Institutional Investors;23448.0;27.27;15057.0;17.51;8391.0
21092018_Dollar_Domestic;21/09/2018;Dollar;Domestic;23448.0;27.27;15057.0;17.51;8391.0
21092018_Dollar_Nonresident Investors;21/09/2018;Dollar;Nonresident Investors;20657.0;24.02;58636.0;68.2;-37979.0
21092018_Dollar_Nonresident investors - RES.2689;21/09/2018;Dollar;Nonresident investors - RES.2689;20657.0;24.02;58636.0;68.2;-37979.0
21092018_Dollar_Corporations;21/09/2018;Dollar;Corporations;1432.0;1.66;4036.0;4.69;-2604.0
21092018_Dollar_Individuals;21/09/2018;Dollar;Individuals;10227.0;11.89;6961.0;8.09;3266.0
